,reviewText,summary
5322,"Such an important view into and analysis of how decent men became Nazis and murders, seeing Jews and others as non- human, thus becoming capable of establishing and running 1st euthanasia hospitals, and ultimately the extermination camps. Insight into their ability to section off these horrific actions from their self view. So frightening!",Excellent record and analysis of Nazis ability to become minsters
5323,"One of my most favorite books.  I understand that after the war Eisenhower had two books on his desk.  The Bible was the other one.  I know the book is a winner because every time I loaned it out.....  it never came back.  Having learned my lesson several times,  I just keep buying copies to give away which relieves me of both the worry and resentment that I experienced in the past.",Read It and You'll Start Thinking of Who You Want To Buy A Copy For
5324,"I am thrilled to find these wonderful books available in Kindle format.  When you want a light-hearted, richly written story about real people making life work, you won't do better than these.  Set during World War II, they will brighten your heart.  Be sure to read them in order, beginning with the first one titled ""Suds In Your Eye"".",My wish came true!  Finally available from other than rare book stores AND in Kindle format
5325,"This is a well-known, well-written autobiography by one of America's best generals.
The first volume covers early life, including the Mexican War, and ends with Chattanooga.
The pre-civil war section is humorous and insightful, the Civil War is more of a chronology with letters and orders.

The only reason I don't give it 5 stars is because Grant skirts around some of the controversies that I would like to get his perspective on - such as his resignation and Shiloh. I'll probably give the second volume 5 stars just to get the rating up near the 4.5, where it should be.",well-written autobiography by one of America's best generals. The first volume covers early life
5326,"Anyone interested in the economic reasons products are priced certain ways should read this book. The author provide interesting and through provoking facts about pricing.

Romeo Richards
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/How-To-Market-And-Manage-A-Private-Security-Firm/dp/B0090OOHRE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">How To Market And Manage A Private Security Firm</a>",The author provide interesting and through provoking facts about pricing.
5327,"My text book was clearly used by the various highlighting throughout the chapters, besides this there wasn't much wear and tear.  I was fortunate to receive someone who was skilled at high lighting so whole paragraphs weren't highlighted and just necessary definitions that actually assisted in skimming chapters.","Used book pretty good, surprise highlighting alright. this time."
5328,"""Her Hot Highland Doc"" by Annie O'Neil is a wonderful medical romance with so much more.  Both Dr. Brodie McClellan and Dr. Kali O'Shea have painful pasts.  Brodie has returned to the Isle of Dunregan, and Kali is there as a temporary Doctor. They find themselves drawn to each other, and hope to keep the secrets in the past from coming between them.","""Her Hot Highland Doc"" by Annie O'Neil is a wonderful medical romance with so much more"
5329,"Engrossing and fascinating look at the life of the 20th century's greatest genius. His life story is something everyone should read , of his many moves and political views about Nazism, Germany , and Israel. The discussion of his thoughts and development of his special theory of relativity and especially of the General Theory show the beauty and creativity of high level  science. I highly recommend this book .",Engrossing and fascinating look at the life of the 20th century's greatest genius
5330,"I am a compulsive reader.  When I find an author that I enjoy, I MUST READ ALL OF THEIR BOOKS.  That being said, I love this Murder Al Fresco best of all the pasta shoppe series.  Jennifer L. Hart introduces twists, sudden appearances, mysterious disappearances, double agents, double crosses, mystery and mayhem, while still telling a good, beleiveable tale. A great read, well done Ms. Hart.  Maybe it's time for ""new Mom"" Andy to meet ""seasoned Mom""Maggie?  Adoptive Mothers bonding!?",Jennifer L. Hart-  writing female characters we all want to meet!
5331,"If you blame President Obama for the world's problems, you will love this book.  If your greatest fear is that someone will take your gun away, or offer help to the helpless, you will cheer this story.  I found myself quite entertained by this story and curious about the depth of paranoia it described.  The book made me laugh and worry.  This author sees danger everywhere, especially if our nation tries to work with other nations.","Individualists and survivalists will love this story.  If you take it as ""camp"", it will entertain you."
5332,"Having been there, I marvel at Mr. Flemming's tenacity dealing with about the worst JO Tour I have ever heard about.  He writes in a lucid and convincing style while bringing the reader along for a mentally harrowing experience.  It's the U.S. Navy's loss to have let him go.  I hope his life after his service is full and rewarding.  Bravo Zulu, Mr. Fleming!  Salute!",Flemming's tenacity dealing with about the worst JO Tour I have ever heard about
5333,"I read this book five years ago and it's one that has stayed with me. I'm not a WWII buff, but this is not a book about battles, but about an intricate battle of wits.  Chapman, the agent in question, was a charming scoundrel who didn't seem to be afraid of anything, nor have a moral bone in his body. The predicaments he got himself into and the way he got out of them, made me laugh out loud in appreciative surprise. Ben Macintyre does a masterful job with this story, finding the right balance between the story of the man and the war that made him a double, or was it triple agent.",Masterful tale of a charming scoundrel who happened to end up a spy
5334,"I bought this book as a gift for my son who loves the cinema. He graduated with a degree in Film Studies. I'm certain he loved the book. He ignored his mother and me so he could read the book when we together for Christmas. When he left, he said it was a huge book and that he was excited to have it.

Hopefully, he'll share it with me sometime this year.",This is book is a great gift for some one who loves the cinema
5335,"The journey of self discovery and growth is often riddled with strife and pain, but can also lead to a rewarding awareness that brings love, strength, and happiness. This is an enrapturing story of a girl whose life went just that way. I could not put this book down! Magic, drama, and an unlikely pairing of two people makes for an exciting and harrowing adventure!","but can also lead to a rewarding awareness that brings love, strength"
5336,"Clear your calendar for this one. Earnest Brett and Innocent Julie. As soon as you meet them you know they're right for eachother.  I love the way Roni Denholtz writes. Nothing superficial.

Brett and Julie share knowing glances... you feel like you share that intimacy, right from the start. You'll love this romance!","You feel like you share that intimacy, right from the start. You'll love this romance!"
5337,"Our heroine doesn't lack for dead bodies. She again tries to find the murderer and the why behind them. As per usual, we have several suspects and red herrings. The romance between the heroine and the hero seems to be stalled until the end. We have a dog here , a dog there and more dogs at home. This has all the elements of a cozy mystery which we enjoy. Please, leslie O'kane, write more for this series.
Theila",This series just keeps getting better. Too bad there's not more in this series.
5338,"It was a very interesting story. I really enjoyed reading the story through Hooks eyes. You really feel for him. The little love story was interesting too. I liked tiger lily into this. I really felt that Hooks reasons for wanting pan dead was just and found that I really hated Peter pan. Overall it was a very fun book. The world was fantastic and the characters were likeable. Even the ones you hate. If you like a good retelling then you will love this book. Oh, and the final line I absolutely loved.:)","An awesome tale of Peter Pan from the ""villain's"" perspective. There are two sides to every story. This is Hooks."
5339,"This is a book I did not want to end. I devoured every word. This is fiction but it's historical fiction. This really happened. The network really existed. So, many good people did all the could do to survive and tried to save even one
  The Great Generation is fading fast. This book is also a tribute to the airmen that were saved. They had a reason to go back and rejoin. They wanted to say thank you by putting on their flight suits and bombing Germany.",The Nightingale : This will make your heart race and be fearful.
5340,"Self-esteem it's like working out you have to keep at it constantly to have the health you want, the same thing it's with self esteem it's not something that you just let out of sight for it to work it out by itself, you have to put the time and take care of it constantly as well. Chuck Rikard helps you with that in this book, he makes it simple and effective. Great eBook.",Self-esteem it's like working out you have to keep at it constantly
5341,Jones book actually have a story!  Complex characters who are believable and you love them. Full supenseful storys great plots and not fluffy they are well written pages turners. Luckly she has 3 series and ive read all of them and want more. Feels so good to read a fun on the edge of your seat with people you care about books. Unlike so many that you forget what they were about 2 mins after you finish. These i ended all feel good and excited to start the next,Jurusha jones is my favorite new authors i cant get enough wait impatiently for next new book
5342,"I don't know why, but I wasn't expecting to like this one. Couldn't be more happy to be wrong. I'll definitely be checking out the rest of the series, as well as the series this one spun off from. It moves well, the writing rarely sparkles, but it it hums, the characters are well and believably drawn, and the world comfortably lived in.",Solid recommend for those interested in a more grounded flavor of urban fantasy.
5343,"Michael Jackson's death shocked the world. His talent was unmistakable. But his life was troubled. Understanding why Michael Jackson was who he was takes some effort.

This book gives a look at the young Michael. Even though we know what happens to him, the pictures give us a fascinating glimpse of a star emerging. There is a sense of hope and joy. Not tragedy.

A real treat for Michael Jackson fans.",A unique angle from which to take an interesting look at an interesting soul
5344,"As a story, it was moving along, keeping my interest if not my undivided attention and then it just fizzled at the end.  I had more questions than answers by the end of the book.  SPOILER ALERT: since I work with children and adults with vision problems, when I find some of their compensation skills ranked as almost mystical as they are here in this book, it bothered me. I was able to put aside my personal views but when the book just ended without better explanations of people's abilities, I was let down.","Just don't wait for complete explanations....things just ""happen""."
5345,Bound in Darkness (Drachen Mates #2) by Milly Taiden is a red hot romp with a tattooed bad boy of a dragon and a petite powerhouse of an empath. How can you not love Lexi Eden? Lexi is a sweet giving woman and occasional pushover with a heart of gold. Clacher is twice her size and is underneath his rough exterior beats a sweetheart. Lexi wraps him around her finger in no time now if they can only stay alive long enough to enjoy each other.,a red hot romp with a tattooed bad boy of a dragon and a petite powerhouse of an empath
5346,"I'm kind-of laboring through it - I reached the 75% ""mark"" last night.  It keeps jumping back and forth through time, and it's really difficult to keep track of who's whom.  It tells of a much more ""sordid"" Gypsy than I'd imagined, so it's been somewhat of an eye-opener.  With her background, I'm surprised that she was as famous and well received as she was, especially to consider that she did USO tours in 1969, which was when I crossed paths with her in Korea!","""Gypsy"" is apparently a more appropriate ""handle"" than I'd imagined!"
5347,"This book is a completely original take on a post apocalyptic world. I was delighted with its originality! The characters were described in such a way as to seem real, like I knew them! The story kept me on the edge of my seat, expecting demons to jump out at any second! This is unlike any type of post apocalyptic tale I've ever read! If you're a fan of this genre, read this by all means! And if not a fan, read it anyway.......you'll love this book!!!",The Last Survivors: A Dystopian Society in a Post Apocalyptic World
5348,"Although getting along in years and a bit long in the tooth, Wayne Schoeneberg, my law school classmate and dear friend of over forty years, is still at the top of his game.  Had I read and acted upon the advice in this book before my divorce, I would be happier and richer than I am.  If you are contemplating a divorce, failing to read and take to heart its contents would be tantamount to using a chainsaw without having read the instruction manual.","...and ye shall know the truth, and the truth shall save your ass"
5349,"I have looked through the entire course and it looks to be fantastic. I'm not there yet; I purchased it early so that I had everything I needed before starting my first lesson. It's just a habit of mine. My kids are waiting for my first concert.... which will be private LOL! Thank you so much for writing a course that us older individuals can complete without having to find a person, arrange schedules, etc. This is sooooo much better :)",... through the entire course and it looks to be fantastic. I'm not there yet
5350,"THE ADVOCATE, by Randy Singer, started out pretty strong. I enjoyed the book, overall. I didn't love the mix of 1st and 3rd person, and the pace did drag at times. It's definitely a book that will engage your intellect as well as your imagination! I was initially drawn to this book because I was fascinated by the blending of a courtroom drama with Biblical historical fiction. Certainly an intriguing mix.",Intriguing Blend of Historical Biblical Fiction and Courtroom Drama
5351,"I've been following Weight Watchers since January and am always on the look out for new recipes. I love the way it's set-up with food broken down into categories for quick reference, along with the ability to click on the recipe you want to see, and be right there. I found the introductory chapters really informative. I've been following the program without really thinking about why it works, but now I get it. I'm planning a trip to the grocery store tonight so I can have slow-cooked chicken cacciatore tomorrow night.

I voluntarily reviewed an ARC.",Perfect for a weight watchers follower or anyone who wants healthy recipes!
5352,"At the opening of this book, we find Jazz has broke up with Chase.  It seems that Jazz just can't find a man to really love. She met Xavier and they have gotten close ,Xavier and Jazz  get married Will love from this union?
I received a free copy of this book from the author and am voluntarily leaving this review.",It seems that Jazz just can't find a man to really love. She met Xavier and they have gotten close
5353,"The Art of War should be considered a must read, regardless of your desire to ever fight in a war.

The lessons about leadership and accountability can be applied to anyone's daily life. Even the lessons about warfare, while told in a very literal sense about real war with real life and death stakes, can be applied to many situations in daily life that have less than lethal consequences.

However, this particular version is not compiled well for the Kindle or Kindle app. The text is just all over the place and is not set up properly.",One of the most important books in history. But find another version.
5354,"Had such high hopes for this book. Don't get fooled by the Andy Warhol reference on the cover .This book is about a banal, boring extremely uninteresting Brit with delusions of Grandeur .......one of only two books in my life that I doubt I will  finish. (and I am a huge book lover and reader). NOPE AND NOPE.",boring extremely uninteresting Brit with delusions of Grandeur
5355,"A spur of the moment runaway from daily business to countryside part of Spain leads the two main characters to get married-but will it last or will it crumble?
I love reading romance stories but especially those that take you to another country- so I found this to be a fun and easy read story with lots of passion. Would recommend to everyone who loves to read romance and stories from other countries.",in the heat of the moment marriage a mistake or a fairy tale ending?
5356,"I didn't even read the other books in this series, this was my first one and I loved it! Teenagers with super powers. Dark political uprising. A heroin in constant jeopardy and some denial. Good  versus Evil and a little romance for the ladies. I was stressed out and worried. How delightful. This was a great read. I was not disappointed.",this was my first one and I loved it! Teenagers with super powers
5357,"I totally believe in reincarnation, guardian angels and masters but towards the end, the book was just too boring to read. The book talks about too many lives of a lady (more than 12 maybe). A few lives would have been interesting but who's interested in  MANY boring past life stories of Catherine anyways....

You can read it once maybe but obviously not worth reading again and again.....",I believe in reincarnation but books deals with too many lives of a person
5358,I loved J.R. Matrinez in All My Children soap on TV and that's where I first say him. I of course am very thankful for his time serving our great country and he gave so much. He is a wonderful man and you will enjoy this book about his story I'm sure as much as I have enjoy it. Great read of a great man who in my eyes is one our country's many hero's. God Bless him.,"Full of Heart: My Story of Survival, Strength, and Spirit by J. R. Matrinez"
5359,"I read this series many years ago and despite the similarities and obvious influences on Terry and his Shannara series, this series which started it all, is a astonishing tale of a world at peace until the Tree of Elcrys began to fall and all of the world races has to fight off the daemons it held back. Here in enters a world of magic, love and betrayal.",Interest piqued with the new television mini series. Books are often a better gauge on how good this series is.
5360,"The books in this series make for a good read. The writing is quite good. I initially wasn't very impressed with the story line and felt it just too much of a reach but came around due to the quality of the story telling. I read all five of the books and after taking a break, will look at the author's other books. I felt these books were a good read.",The books in this series make for a good read. The writing is quite good
5361,"Anyone familiar with Moon Knight's long history (in my case, it goes back to his short story backup days in Marvel's Incredible Hulk magazine) is going to find this collection a sad affair. However, it's also clever, intriguing and impossible to put down. The ending is merely the beginning. Be ready to purchase the next volume immediately after reading ... that's what I did!",As Creative A Mind F--- As You're Going To Find In Superhero Comics
5362,Stay With Me is a heavy introduction to a very gifted author. I received an ARC of this novel from NetGalley in exchange for an honest review. I loved the story. Full of deep soul searching and melodrama this is a passionate story. Enjoyed the story did not like either main characters. It pains me when any person especially a woman allows themselves to be used as a doormat. Zoe allowed Andrew to do just that. Andrew was a grade A jerk. Stay With Me did a banner job of stirring strong feelings but lacked likable characters For that reason it was a three star read for me.,Stay With Me is a heavy introduction to a very gifted author.
5363,Each bad girl story starts with a fictional re-telling of her biblical story in a contemporary setting and then there is analysis of the biblical version and insight on what lessons can be learned.  The tone and writing style is conversational and friendly.  Like girlfriends chatting over tea.  I really enjoyed this.,Interesting format.  Great for jazzing up your bible study group.
5364,LAUREN finds out Mrs. Olson her favorite teacher died she decides to go pay her respects to her husband. She comes face to face with Tanner the young man she loved but ran from leaving a note. Her parents were both killed in a tornado. LAUREN is a storm chaser now. Tanner loved her and took care of her when her parents were killed. LAUREN felt he was smothering her. You will enjoy this story I am sure.,LAUREN  REYNOLDS IS BACK IN TOWN AFTER FOUR YEARS SHE COMES FACE TO FACE WITH TANNER THEY WERE ONCE SO IN LOVE
5365,"I read this following a huge amount of recommendations from members of THE Book Club (#TBConFB for those who are interested). As always, spot on with your recommendations people! I don't want to give ANYTHING away so I won't comment on the plot, the characters, my feelings etc. All I have to say is: Read it! And do it before the plots leaks out!
The extra benefit in this book is that Clare Mackintosh can really write - I love a good storyline, but even more I love a well written good storyline - and this is both!",The extra benefit in this book is that Clare Mackintosh can really write - I love a good storyline
5366,"What a cute little book.  Each poem was pulled out of what could be a real cat's mind.  Exactly the way cats think and act.  I laughed more than once while reading this book.  I sent it to a friend of mine, who is a true cat lady (5 cats), and was I ever glad I also bought myself a copy. :)  She called me and told me how much she enjoyed it and we read some of our favs.  This book will make you smile.","If you're a cat lover, you HAVE GOT to have this book.  So darn funny... and so true to a cat's nature."
5367,"As painful an insight as this book provides, it is a ""must read"" for anyone seeking the truth about the experiences of the U.S. soldiers captured in the Phillippines at the beginning of WWII.  My spouse relates, ""Many, many years past before I gained the courage to read about what my older brother endured from the time he was interred until he died at sea while being transferred to Japan to provide slave labor.""  The criminal behavior of the Japanese soldiers on Bataan shall remain an indelible stain on the history of their nation.",Treatment of U.S. prisoners during WWII ultimate in inhumanity.
5368,"Scott B. Williams split his line of fiction books into two story arcs. While this book continues the storyline of his first series, I have to say that I enjoy the second series a little bit better. One thing that I enjoy about Mr Williams' books is that he does not go into the dramatics of unrealistic possibilities like some Collapse authors. He does not give his characters rare skills of a super secret, combat harden, CIA-ArmyRanger-Navy Seal-, etc. He uses relatable characters and places them in likely scenarios that the common person might find themselves in an economic collapse.",I have to say that I enjoy the second series a little bit better
5369,"I love this book. It has solid science, and the real-world stories of teens who actually made healthy changes are motivating to anyone - teen or parent. Ms. Fletcher interviewed over 100 teens for the book, and I loved the myth-busting that came out of that - even I, as a Registered Dietitian with nearly two decades of experience found some new insights and great nuggests that I'll use when counseling other young people. What a wise group Ms. Fletcher found, and she interviewed them well.

Highly Recommend.",A fun and fascinating read for teens and the parents who love them
5370,"If you are constantly in a hurry or just plain flat out, this book provides some easy to prepare and health nutritious recipes for casserole cooking.  The great variety of recipes provides something for everyone.  This is just right for me.  I like to cook my own meals so I can control what type of foods I eat and avoid the additives that are in fast food and processed meals.  I just don't have the time, so dumping my food in the pot and slow cooking works foe me.",this book provides some easy to prepare and health nutritious recipes for casserole cooking
5371,"I just finished reading Julie Miller's BAD GIRL and as always with Julie's work, I loved it! This book is from a new Harlequin line called NOIR which is a line with a bit more heat than her Intrigue books. I loved the carry over of some of the characters and the Kansas City setting. The plot includes a bad boy security guard, the bad girl heroin and a whole lot of heat between them as they
search for the missing sister.",I just finished reading Julie Miller's BAD GIRL and as always with Julie's work
5372,"Very interesting story, but glaring typo's throughout. Editing  is uneven  throughout the book. There is a glaring error toward toward the end regarding the  protagonist's cell  phone that truly harms the integrity of the story and attention to a very important detail.

Overall, the plot is novel and intriguing and despite the above well worth reading. However, The above should remind the author that he needs a far better Editor.",A large mistake in the plot should have been Caught by anyone on the editorial team
5373,"This is the first book that I have read written by Harlan Coben. I really liked it except the part of the plot that had to do with a conspiracy involving a top secret base in the city. That is kind of a tired plot.
The writing is good and the characters are likable. I did not see the who dunnit twist at the end. I liked it well enough to have ordered another book by him from Amazon.",Good writer and I didn't see the who dunnit twist at the end.
5374,"Author Geoff Wells gives a clear explanation of how-to prepare for a proper Devonshire Tea and what to include when serving the tea. He offers directions on how to purchase and make a good pot of tea followed up with recipes for scones and jam.

As to accuracy:  I probably would not follow his directions for heating the jars in the oven and would use the USDA canning recommendations.

You will find recipes for making scones, strawberry jam and clotted cream.

There is an active table of contents making navigation easy.

Recommend.","Short, concise cookbook telling about how to prepare for a proper Devonshire Tea"
5375,"The Titanic story has been a part of my life since before the movie. I knew this book would be a favorite , of mine, when I cried for happy before the book ended.  None of us enjoyed the fact the Ship shunk with all the people that lost.  It changed many people's lives but it also brought some together and went on to have a happy life.  I would recommend this kindle book, I bought through Amazon, to any of friends saw the Titanic Movie.",The Girl Who Came Home: A Novel of the Titanic (P.S.) by Hazel Gaynor
5376,"I am old enough to remember Floyd Patterson and his boxing career.  W.K. Stratton accurately reconstructed his boxing, but he added a great deal more about Patterson as a man than has been written previously in such a complete format.  Well documented and researched.  In a time when boxing as a sport has become largely a fixture of pay-per-view TV, it was nostalgic to remember a time when the heavyweight champion of the world was often the best known athelte in the US.  For boxing afficiandos, especially the history of the sport, this is a must-read.",Floyd Petterson Thefighting Life of Boxing's Invisible Champion
5377,"Reverend Annabelle and Sister Mary were old friends and only wanted to meet one last time before Sister Mary returned to Africa.  Two deaths, a man in tweeds, a Detective Inspector who didn't even smile, a Bishop who knows everyone and everything, and Teresas Surprise Cake keep the story moving along.  I thoroughly enjoyed reading this book.","Stay alert, because somebody you know will be full of surprises."
5378,"I liked it. I usually like coming-of-age books and movies. This one is set in the Wild West times of America. It's done in a cowboy and indian setting. The main character, Tirley O'Malley, starts out as an 8 year old boy who ran away from his guardian because he'd been being beaten up. The story follows young Tirley as he travels west to get on with his life. 4 stars!","If you like old TV westerns like Gunsmoke, Big Valley, or the Rifleman, then you'll like this book."
5379,"Although at times I had to reread passages since it was written in the vernacular of day bur this is also what helps ""make this"" book seem so real. Reading about this incredible man and his even more incredible life caused me to visit with my friend Google to learn more about him. What I learned not only verified the tale in the book but to discover that he may have actually downplayed some of his adventures.","Put this man on the same shelf with Boone, Bridger and Johnson."
5380,"I read only about 30% of the book, since the content seemed to be centered around what the pilots drink while not flying.  The book is advertised as a historical novel, bot up to the point where I gave it up, it was a poorly written, trite description of what went on at the bases.  No history involved.",Interesting title for a non-historical telling of the Vietnam air war.
5381,"I often read aloud with my husband; it's like watching a Hallmark movie, but we can talk and laugh without missing any of the dialogue.

This book by one of our go-to authors did not disappoint. The Cedar Cove setting was familiar and the story line took an interesting turn with historical significance. The sub-characters kept the story going along and provided a couple bumps along the way to the main character.

The WWII sub-plot was so interesting and left us reflecting on how that and other life stories were left for the telling.",A bit of a different plot line makes for a good Macomber read!
5382,"Another great read from Vonda Sinclair! There are many dark moments in this story, but it makes Kristina's and Colin's journey toward each other so much more fulfilling. There were times I had tears but these made the smiles bigger. I enjoyed this story greatly and highly recommend it.

I received a copy of this story as a gift, and this is my unsolicited review.",This story pulled me in from the beginning and kept me reading.
5383,"When the heroine is so abrasive reading the book is an obnoxious experience, time to put the book down.

This was my first experience with Sherrilyn Kenyon's writing.

Since I was having trouble caring about the characters, I skipped ahead--only to find a rude description of the main characters walking in on a couple having sex.

The mass media may have become normally rude and crude.

That doesn't mean one has to endure rudeness and crudeness in novels bought for reading pleasure.",Rude & Abrasive--Not A Good Introduction To This Author's Works
5384,"Many of my friends had a difficult time reading the full novel of Ender's Game, as opposed to the novella.  When they pick this one up, with the entirely different perspective of a 'grown up' Ender in a universe that is a logical extension of the first book in the series, they have also been struggling to get through the beginning.  Trust me - if you can get 1/3 of the way through this one, you will read it to the end, as there is much to think about and unique ideas that OSC puts into this one that are worth the effort.","Interesting premise, unique continuation of the Ender's Game story"
5385,"The best, and most comprehensive look, at the relationship between the change in crime rates and the implementation of concealed carry laws. It is an exhaustive, and very serious, review of statistical crime data from the last two-three decades, with comprehensive conclusions that consider a wide range of influencing factors. Whether you are pro-gun or anti-gun, this book is an eye opener of hard data, professionally and carefully presented in an unbiased manner. A must-read by anyone who takes up the debate of crime and gun ownership.",Most unemotional and rational discussion of crime in relation to gun ownership
5386,"Of course my son has read all these books. He is 7 and really enjoys them. I think this was the perfect age for him to get into reading these books, he has found the joy of reading. We recently met the author, got this book autographed, and he was the coolest guy ever. My son really enjoyed watching him give a talk and you can tell by his energy that he loves writing books for kids.",I think this was the perfect age for him to get into reading these books
5387,"What an interesting change of pace compared to the other Broken Cities novella (Worthwood). The tone, the voice, the interesting and awesome conversations.  Michelle Muenzler can really write amazing, interesting conversations, that leave you smiling. The characters themselves are complex and propel the plot forward. And the world is fascinating and well developed.",the interesting and awesome conversations. Michell Muenzler can really write amazing
5388,"This book brings so much of the Old Testament culture to life by linking them to the everyday experiences of my Catholic culture.  Now when I go to Mass I see the new Temple of Solomon, the robes of the High Priest, the new and everlasting sacrifice.  The role of the priesthood, the depth of meaning in my Baptism, Nazirites and Monastics, Synagogue and parish, God's people living his commands in the Old Testament and in the New.  Amazing!",Old Testament and New linked and energized in an amazing way.
5389,"I bought this book in paperback and then bought in the kindle edition in order to keep a copy for myself and be free to give away the original.  I have come to believe it is one of the best if not the best books on the intellectual, psychological, and spiritual changes that we must undergo either gradually or suddenly to die well.  After reading the Grace in Dying,...., I bought The Grace in Aging By the same author and am quite happy I did. Both are highly recomended.",I have come to believe it is one of the best if not the best books on the intellectual
5390,"This was not hte diet for me. I know it obviously works but like any diet, you have to actually set your mind to do it. I have tried 100's of diets and yes they work, if you do it correctly. I was never able to get into this and just never made it happen. Great for someone who is already on the road to better health. If you have a lot of weight to loose and yo uhave tried everything, this may not be for you because it takes a very disciplined person to follow through on this plan.",It takes a very disciplined person to follow through on this sort of diet.
5391,"Race the Darkness by Abbie Roads

*****5 stars

I love the intensity of the story. Suspenseful with a little love story thrown in. The writing flowed very well. I flew through this book and was really disappointed when it was over. When I was finished, I kept wondering what were  Xander and Isleen going to get into next. I'm really loving this authors work.",Race the Darkness by Abbie Roads *****5 stars I love the intensity of the story
5392,"This is a touching story about a young woman who is sent away by her grandmother to protect her from her stepfather. Rebecca is a beautiful, gifted woman who has trained under Vienna masters, to play, transpose music and is a master on the violin. When she returns home because her grandmother dies she knows she cannot live in the same house as her mother and stepfather. She seeks employment as a governess and finds it is a position to teach violin. The mastro of the symphony is under pressure to write a new symphony but he has a secret that could change is world.","This story is about protecting a young, gifted woman from her stepfather."
5393,"I had a hard time writing this review.  I have loved C.M. Stunich books, but this one just didn't do it for me.  I liked it, but couldn't get pulled in.  I liked Never's character, but the back and forth between her and Ty was slightly annoying for me.  I found myself really into it, then my interest would drop off.  I stuck it out until the end just because I was hoping I would get more sucked in, but it just didn't happen.  Can't love them all!  :(","I love C.M. Stunich, but this one just didn't do it for me.  :("
5394,"This was a very moving book that illustrated the changing face of war.  Yes our military in Irag and Afghanistan wear body armor, but the enemy has learned to shoot around.  Military personnel are being shot in the groin, the head, the arms and legs.
There are also blown up by IEDs which cause horrific injuries.  This book educated me about this.  It also traces the history of ""PTSD"" from ""shell shock"" to the present.  I recommend this book to anyone who wants to know more about the toll these prolonged military commitments are taking on young soldiers and their families.",Medical challenges arising from new physical and psychological wounds suffered in Irag and Afghanistan
5395,"Friends with the Scale is a wonderful resource for anyone who struggles to use the scale to monitor weight loss progress.  So often, the scale can gift or curse you with unexpected results. Chapters devoted to helping you think through how you feel about the results, and how to use your feelings to generate a more successful outcome may help you change the numbers, as well as your feelings toward your scale. Highly recommended.",Linda Spangle's helps you change dread of the scale to a positive tool for change.
5396,"""Stepping on Cheerios"" by Betsy Singleton Snyder is Insightful, clever and well written.

This book is a great way to look at the real life struggles to keep God in the craziness of our family lives & careers.

Anyone who has had children can appreciate this book. I have three daughters and I loved this book so much that I couldn't put it down.

*Disclaimer*
I received a copy of this book free to review. I was not financially compensated in any way. The opinions expressed are my own and are based on my observations while reading this book.",Stepping on Cheerios: Finding God in the Chaos and Clutter of Life
5397,"This book was fantastic, an outstanding middle segment to what I expect to be an outstanding trilogy. I made a conscious effort to slow down reading just enough to come to the release of the final book. The medical research necessary to make this series amazes me, since I originally assumed this author was a doctor, virologist, or microbiologist. I am certainly impressed by the action in the book, the intertwining of stories, and the continuity of the characters' from one book to the next. The final book is greatly anticipated!",An already action-packed story picks up more momentum through book 2
5398,This story is amazing. It's the kind of book you read and fall in love with the characters. I gave it one star not because of the author or story. One star is  for Amazon for not funding  the project to have all the books in the series translated. So please support the author buy from another platform. Amazon really disappointed in your choices.,"One star for Amazon, The book on the other hand is amazing!!!!"
5399,"An amazing story of human resilience, love, friendship,a parents  incredible love for their children.  Reading this touched SO MANY  personal, emotional journeys.  NOTHING as devastating as to what the Hance family has endured.  It is humbling to see Jackie and Warren  clawing their way back up in life to find whatever normalcy might be obtainable.  GOD BLESS YOU ALL, EMMA, ALY, KATIE, KASEY, JACKIE & WARREN in your endeavors.  GOD BLESS  the rest of the family torn apart from this horrible tragedy.  Jackie & Warren you are an incredible inspiration to so many.  I AM SO SORRY FOR YOUR LOSS.","Tough to rate due to the tragedy, hard to say I love it, but that's what it deserves"
5400,"I adored this book as did my six year old granddaughter.  She immediately wanted a butternut squash and drew a face on it and named it Meadow.  Meadow is now planted and we are waiting for her children to appear.  She took the book to school and the whole first grade loved it, even the boys.  I am not sure it's scientifically accurate as I don't know that butternut squash seeds would survive the winter and then sprout the next spring but it's a very endearing picture book - story and illustrations complement each other perfectly.","She took the book to school and the whole first grade loved it, even the boys"
5401,"Their story is one that needed to be told. I am so happy that this story followed Guilty as Sin, and I hope that we see more of Rafe and Lily along with Jace and Paige in future books.
I absolutely loved Rafe and Lilys story. Lily has carved out a life that fits her perfectly when she meets Rafe again. Her life gets a lot more interesting than her sweet it has been recently. Her past comes back to taunt her, she gets 3 gifts that she never expected in her life. Rafe is the icing on the cake for her.",Be sure to read Guilty as Sin first! Rafe and Lily deserved their own happy ending.
5402,This is a seriously brilliant book. I didn't want it to finish. But it did and now have a severe book hangover. An intriguing subject matter and wonderfully told. I wish I could read it all over again. I see she has a series of The Arrangement in production and the world she's created is pretty huge so I can see the series going on for seasons and seasons - I can't wait! I hadn't read anything by this author before but I will be buying everything else she's ever written. What a talented writer.,This is a seriously brilliant book. I didn't want it to finish
